,"2020-08-11","0:0"
,"2020-08-11","0:1"
,"2020-08-11","0:1"
,"2020-08-11","0:1"
,"2020-08-11","0:1"
,"2020-08-11","0:1"
,"2020-08-11","0:1"
,"2020-08-11","0:1"
,"2020-08-11","0:1"
,"2020-08-11","0:1"
,"2020-08-11","0:0"
,"2020-08-11","0:0"
,"2020-08-11","0:0"
,"2020-08-11","0:0"
